System,SCF Energy,S1,S2,S3,T1,T2,T3,Function
CF_COH_COH_CCN_CH_CNOO,-778.53344,2.44,3.8,4.23,1.54,2.48,2.65,-0.64
CNOO_COH_COH_CCN_CBFF_CSH,-1301.56906,1.89,3.58,3.92,1.26,2.02,2.76,-0.64
CNOO_CCl_COH_CCN_CH_CNOO,-1268.14387,2.49,3.77,3.93,1.57,2.42,2.53,-0.65
CNOO_COH_COH_COH_CH_CNOO,-866.77145,2.13,3.75,3.82,1.4,2.42,2.49,-0.66
CSH_COH_COH_CCN_CH_CNOO,-1077.48776,2.79,3.83,3.87,1.72,2.39,2.55,-0.66
CNOO_CCHHH_COH_CCN_CH_CNOO,-847.86003,2.51,3.77,3.89,1.59,2.45,2.57,-0.67
CNOO_COH_CCHHH_CCN_CBFF_CBHH,-892.88661,1.89,3.82,4.28,1.28,2.48,2.73,-0.67
CSH_COH_COH_CCN_CBFF_CNOO,-1301.56267,2.77,3.8,3.9,1.72,2.38,2.69,-0.68
CNOO_CSiHHH_COH_CCN_CH_CNOO,-1099.23637,2.52,3.76,3.8,1.6,2.44,2.57,-0.68
CNOO_COH_CCHHH_CCN_CBFF_CCl,-1327.06033,1.91,3.79,4.18,1.3,2.42,2.7,-0.69
CSiHHH_COH_COH_CCN_CBFF_CNOO,-1194.05337,2.59,3.84,4.31,1.64,2.58,2.6,-0.7
CSiHHH_COH_COH_CCN_CH_CNOO,-969.97858,2.62,3.8,4.2,1.66,2.5,2.58,-0.7
CNOO_COH_CCHHH_CCN_CBFF_CCHHH,-906.77261,1.92,3.81,4.29,1.32,2.48,2.73,-0.72
CNOO_CCN_COH_CCN_CH_CNOO,-900.78639,2.62,3.74,3.79,1.68,2.39,2.42,-0.73
CNHH_COH_COH_CCN_CH_CNOO,-734.66886,3.02,3.89,4.01,1.88,2.48,2.66,-0.74
CBFF_COH_CCHHH_CCN_CBFF_COCHHH,-1001.57426,2.15,4.13,5.25,1.45,2.4,4.26,-0.74
CH_COH_COH_CCN_CBFF_CNOO,-903.37704,2.61,3.84,4.4,1.68,2.59,2.67,-0.74
CNOO_COH_COH_CCN_CBFF_COCHHH,-1017.89413,1.92,3.72,4.01,1.33,2.12,2.8,-0.74
CNOO_COH_CCHHH_CCN_CBFF_CSH,-1265.65603,1.84,3.64,3.9,1.29,2.18,2.77,-0.74
CNMeMe_COH_COH_CCN_CBFF_CNOO,-1037.33329,2.83,3.55,4.01,1.79,2.33,3.22,-0.75
CH_COH_COH_CCN_CH_CNOO,-679.30239,2.65,3.81,4.22,1.7,2.49,2.67,-0.75
CNOO_CSH_COH_CCN_CH_CNOO,-1206.7403,2.58,3.74,3.78,1.68,2.43,2.52,-0.77
CNOO_COH_COH_CCN_CBFF_CNMeMe,-1037.3381,1.87,3.46,3.92,1.33,1.86,2.96,-0.78
CNOO_COH_COH_CNMeMe_CH_CNOO,-925.50413,2.4,3.31,3.85,1.59,2.19,2.63,-0.78
CNOO_COH_CCHHH_CCN_CBFF_CF,-966.70214,2,3.82,4.33,1.39,2.52,2.73,-0.78
CCN_COH_CCHHH_CCN_CBFF_COCHHH,-869.73456,2.23,4.22,5.39,1.51,2.43,4.32,-0.8
CNHH_COH_CCHHH_CCN_CBFF_COCHHH,-832.86823,3.34,4.05,4.88,2.07,2.68,4.43,-0.81
CCHHH_COH_COH_CCN_CH_CNOO,-718.61166,2.78,3.83,4.26,1.79,2.53,2.68,-0.81
CNOO_COH_COH_CCN_COH_CNOO,-958.99752,1.58,3.84,3.97,0.38,2.64,2.73,0.81
CCHHH_COH_COH_CCN_CBFF_CNOO,-942.68663,2.74,3.88,4.39,1.78,2.65,2.67,-0.81
CNOO_COH_CCHHH_CCN_CBFF_CNHH,-922.84618,2.1,3.8,3.92,1.46,2.31,2.99,-0.81
CNOO_COH_COH_CCN_CBFF_COH,-978.61373,2.04,3.78,4.13,1.43,2.26,2.79,-0.82
CNOO_COH_COH_CCN_CNMeMe_CNOO,-1017.74713,2.34,3.84,3.99,1.59,1.79,2.81,-0.84
CNOO_CNOO_COH_CCN_CH_CNOO,-1013.03701,3.03,3.78,3.87,1.95,2.41,2.5,-0.86
CNOO_CCFFF_COH_CCN_CH_CNOO,-1145.59779,2.99,3.78,3.9,1.93,2.43,2.53,-0.87
CNHH_COH_COH_CCN_CBFF_CNOO,-958.74944,2.92,3.72,3.97,1.91,2.36,3.33,-0.9
CCFFF_COH_CCHHH_CCN_CBFF_COCHHH,-1114.5421,2.42,4.4,5.46,1.66,2.55,4.34,-0.9
COH_COH_COH_CCN_CH_CNOO,-754.53019,3.07,3.87,4.31,1.99,2.58,2.59,-0.9
CNOO_COH_CCHHH_CCN_CBFF_COH,-942.70458,2.02,3.82,4.1,1.47,2.4,2.83,-0.91
COH_COH_COH_CCN_CBFF_CNOO,-978.60539,3.05,3.93,4.22,1.99,2.57,2.73,-0.94
CBHH_COH_CCHHH_CCN_CBFF_COCHHH,-802.93785,3.42,4.35,4.87,2.18,2.79,4.65,-0.95
CSH_COH_CCHHH_CCN_CBFF_COCHHH,-1175.6852,2.49,4.34,4.74,1.73,2.63,4.32,-0.96
COCHHH_COH_CCHHH_CCN_CBFF_COCHHH,-892.01753,2.75,4.31,5.1,1.86,2.55,4.33,-0.97
CCl_COH_CCHHH_CCN_CBFF_COCHHH,-1237.09501,2.57,4.37,5.16,1.77,2.57,4.37,-0.98
CNOO_COH_COH_CCN_CBFF_CNHH,-958.75942,2.04,3.7,3.97,1.51,2.1,2.9,-0.99
COH_COH_CCHHH_CCN_CBFF_COCHHH,-852.72859,2.77,4.41,5.02,1.88,2.58,4.33,-0.99
CSiHHH_COH_CCHHH_CCN_CBFF_COCHHH,-1068.17418,2.69,4.36,5.08,1.85,2.59,4.41,-1
CBHH_COH_COH_CCN_CBFF_CNOO,-928.80882,3.11,3.87,4.26,2.06,2.62,2.66,-1.01
CBHH_COH_COH_CCN_CH_CNOO,-704.73445,3.14,3.84,4.26,2.08,2.54,2.62,-1.01
CF_COH_CCHHH_CCN_CBFF_COCHHH,-876.73672,2.75,4.58,5.24,1.88,2.67,4.39,-1.02
CNMeMe_COH_CCHHH_CCN_CBFF_COCHHH,-911.45649,2.61,4.51,4.66,1.82,2.77,4.31,-1.02
CCHHH_COH_CCHHH_CCN_CBFF_COCHHH,-816.805,2.78,4.44,5.16,1.91,2.62,4.42,-1.03
CH_COH_CCHHH_CCN_CBFF_COCHHH,-777.50205,2.76,4.62,5.13,1.9,2.74,4.43,-1.03
CNMeMe_COH_CCHHH_CNHH_CBFF_COCHHH,-874.5885,3.51,4.19,4.54,2.28,2.91,4.43,-1.06
CNMeMe_COH_CCHHH_CBFF_CBFF_COCHHH,-1043.29337,2.84,4.12,4.91,1.96,2.82,4.19,-1.08
CNMeMe_COH_CCHHH_CNOO_CBFF_COCHHH,-1023.70494,2.56,3.8,3.89,1.82,2.64,2.72,-1.09
CNMeMe_COH_CCHHH_CSiHHH_CBFF_COCHHH,-1109.89006,2.85,3.92,4.93,1.98,2.72,4.18,-1.1
CNMeMe_COH_CCHHH_CCFFF_CBFF_COCHHH,-1156.26057,2.72,4.25,5.05,1.92,2.79,4.42,-1.11
CNMeMe_COH_CCHHH_COCHHH_CBFF_COCHHH,-933.73539,3.37,4.26,4.69,2.25,2.86,4.46,-1.13
CNMeMe_COH_CCHHH_CH_CBFF_COCHHH,-819.22372,3.13,4.83,4.94,2.13,3.1,4.4,-1.13
CNMeMe_COH_CCHHH_CSH_CBFF_COCHHH,-1217.40726,3.11,4.14,4.86,2.13,2.76,4.38,-1.16
CNMeMe_COH_CCHHH_CBHH_CBFF_COCHHH,-844.64447,3.37,4.8,5,2.27,3.03,4.61,-1.16
CNMeMe_COH_CCHHH_COH_CBFF_COCHHH,-894.46398,3.47,4.66,4.85,2.32,3.04,4.44,-1.17
CNMeMe_COH_CCHHH_CCl_CBFF_COCHHH,-1278.82282,3.05,4.72,4.99,2.12,2.98,4.54,-1.2
CNMeMe_COH_CCHHH_CF_CBFF_COCHHH,-918.46661,3.29,4.95,4.96,2.24,3.1,4.61,-1.2
CNMeMe_COH_CCHHH_CCHHH_CBFF_COCHHH,-858.52747,3.14,4.41,4.85,2.17,2.93,4.43,-1.21
CNMeMe_COCHHH_CCHHH_COH_CBFF_COCHHH,-933.74657,4.02,4.08,4.93,2.62,3.01,4.78,-1.21
CNMeMe_CBHH_CCHHH_COH_CBFF_COCHHH,-844.6716,3.3,3.86,4.86,2.26,2.51,4.23,-1.22
CNMeMe_CH_CCHHH_COH_CBFF_COCHHH,-819.23704,3.99,4.27,4.88,2.61,3.06,4.84,-1.23
CNMeMe_CCHHH_CCHHH_COH_CBFF_COCHHH,-858.54145,3.92,4.03,4.86,2.58,2.91,4.75,-1.23
CNMeMe_CSiHHH_CCHHH_COH_CBFF_COCHHH,-1109.91153,3.82,4.08,4.93,2.53,2.93,4.77,-1.24
CNMeMe_COH_CCHHH_CNMeMe_CBFF_COCHHH,-953.17564,3.55,3.92,4.43,2.4,2.86,4.35,-1.25
CNMeMe_CNMeMe_CCHHH_COH_CBFF_COCHHH,-953.17583,3.4,4.05,4.32,2.33,2.96,4.24,-1.26
CNMeMe_CBFF_CCHHH_COH_CBFF_COCHHH,-1043.31754,3.59,4.1,4.95,2.43,2.84,4.68,-1.27
CNMeMe_CSiHHH_CCHHH_COH_CNOO_COCHHH,-1090.32871,3.39,3.74,4.13,2.33,2.55,3.45,-1.28
CNMeMe_CNHH_CCHHH_COH_CBFF_COCHHH,-874.57903,3.44,4.22,4.25,2.36,2.88,4.21,-1.28
CNMeMe_CCl_CCHHH_COH_CBFF_COCHHH,-1278.83766,3.99,4,4.98,2.64,2.99,4.76,-1.3
CNMeMe_CF_CCHHH_COH_CBFF_COCHHH,-918.47728,4.12,4.22,5,2.72,3.13,4.84,-1.32
CNMeMe_CSH_CCHHH_COH_CBFF_COCHHH,-1217.42153,3.63,3.95,4.64,2.48,2.83,4.53,-1.32
CNMeMe_CSiHHH_CCHHH_COH_CSiHHH_COCHHH,-1176.50484,3.98,4.07,4.74,2.66,3.05,4.71,-1.34
CNMeMe_CCN_CCHHH_COH_CBFF_COCHHH,-911.48471,3.8,4.11,5.16,2.57,2.89,4.82,-1.34
CNMeMe_CSiHHH_CCHHH_COH_CCN_COCHHH,-978.07447,3.97,4.03,5.09,2.69,2.93,5.02,-1.4
CNMeMe_CSiHHH_CCHHH_COH_CH_COCHHH,-885.82455,4.01,4.19,4.68,2.72,3.08,4.66,-1.42
CNMeMe_CSiHHH_CCHHH_COH_CBHH_COCHHH,-911.2538,3.33,4.44,4.56,2.38,2.84,4.44,-1.43
CNMeMe_CSiHHH_CCHHH_COH_CCFFF_COCHHH,-1222.88285,4.02,4.2,5.03,2.73,3.16,5,-1.45
CNMeMe_CCFFF_CCHHH_COH_CBFF_COCHHH,-1156.28938,3.86,4.26,5.06,2.66,3.08,4.74,-1.46
CNMeMe_CSiHHH_CCHHH_COH_CF_COCHHH,-985.06264,3.92,4.32,4.48,2.71,3.01,4.41,-1.5
CNMeMe_CSiHHH_CCHHH_COH_CCHHH_COCHHH,-925.13105,3.92,4.17,4.62,2.75,2.95,4.59,-1.58
CNMeMe_CNOO_CCHHH_COH_CBFF_COCHHH,-1023.7309,3.39,3.77,4.17,2.49,2.73,2.89,-1.59
CNMeMe_CSiHHH_CCHHH_COH_CNHH_COCHHH,-941.18481,4.05,4.17,4.55,2.84,3.04,4.51,-1.64
CNMeMe_CSiHHH_CCHHH_COH_CSH_COCHHH,-1284.01535,3.89,4.07,4.71,2.76,2.92,4.62,-1.64
CNMeMe_CSiHHH_CCHHH_COH_CNMeMe_COCHHH,-1019.77658,4.1,4.19,4.74,2.88,3.1,4.71,-1.67
CNMeMe_CSiHHH_CCHHH_COH_COCHHH_COCHHH,-1000.33783,3.89,4.3,4.51,2.78,3.06,4.46,-1.68
CNMeMe_CSiHHH_CCHHH_COH_CCl_COCHHH,-1345.42605,3.94,4.16,4.83,2.82,2.96,4.77,-1.7
CNMeMe_CSiHHH_CCHHH_COH_COH_COCHHH,-961.05221,3.84,4.34,4.34,2.81,3.02,4.27,-1.77
CNOO_COH_CNHH_CCN_CBFF_CNOO,-1087.9956,1.46,3.52,3.77,-0.16,2.48,2.64,1.78
CNOO_COH_CNHH_CCN_CH_CNOO,-863.92351,1.46,3.58,3.77,-0.25,2.49,2.6,1.96
CNOO_COH_CNMeMe_CCN_CH_CNOO,-942.50501,1.51,3.54,3.73,-0.33,2.46,2.67,2.17
CNOO_COH_CNMeMe_CCN_CBFF_CNOO,-1166.57682,1.43,3.4,3.71,-0.38,2.37,2.7,2.2
